Feature_A,Feature_B,Feature_C,Feature_D,Feature_E,Feature_F,Feature_G,Feature_H,Feature_I,Feature_J,Feature_K,Feature_L,Feature_M,Feature_N,Label
2.1,B_3,10867.0,D_2,0.9,F_1,G_4,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.0,B_1,17708.3,D_4,1.4,F_1,G_2,H_1,I_1,J_2,0.0,0.0,3.5,N_1,Yes
5.1,B_3,16148.2,D_2,0.9,F_3,G_5,H_5,I_1,J_2,0.0,0.0,3.8,N_1,Yes
3.1,B_3,12327.3,D_2,0.9,F_1,G_6,H_4,I_2,J_2,0.0,0.0,4.0,N_1,Yes
3.4,B_5,24025.2,D_4,1.4,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
3.7,B_3,17718.1,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.4,B_3,18721.5,D_1,1.3,F_2,G_4,H_3,I_1,J_2,1502.4,0.0,3.6,N_1,No
4.2,B_3,9925.4,D_7,1.2,F_2,G_1,H_3,I_2,J_2,0.0,0.0,4.0,N_1,No
4.1,B_2,22376.3,D_4,1.4,F_2,G_7,H_2,I_1,J_1,0.0,0.0,6.5,N_1,Yes
3.4,B_3,50685.8,D_8,1.1,F_2,G_7,H_2,I_1,J_1,0.0,0.0,3.2,N_1,No
3.3,B_3,15924.7,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
2.0,B_3,10888.7,D_2,0.9,F_1,G_10,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.6,B_3,33354.1,D_2,0.9,F_1,G_5,H_1,I_1,J_1,0.0,0.0,2.4,N_1,Yes
5.2,B_1,12579.6,D_4,1.4,F_2,G_4,H_3,I_2,J_2,0.0,184.8,4.0,N_1,No
3.2,B_3,20943.2,D_2,0.9,F_1,G_3,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.0,B_5,3315.5,D_2,0.9,F_1,G_5,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.8,B_3,29869.6,D_1,1.3,F_1,G_1,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.4,B_3,84985.7,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_36,Yes
3.3,B_3,3157.3,D_2,0.9,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.4,B_3,3444.6,D_6,1.0,F_1,G_11,H_1,I_1,J_2,0.0,0.0,3.7,N_1,Yes
2.2,B_3,32045.1,D_6,1.0,F_1,G_12,H_4,I_3,J_1,0.0,0.0,2.4,N_4,Yes
5.9,B_4,3184.0,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
6.7,B_2,43142.6,D_2,0.9,F_2,G_1,H_3,I_1,J_2,0.0,0.0,0.2,N_1,Yes
2.0,B_3,24529.7,D_6,1.0,F_1,G_5,H_1,I_1,J_2,0.0,0.0,2.0,N_1,Yes
5.9,,9365.5,D_6,1.0,F_2,,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.7,B_3,6492.2,D_1,1.3,F_5,G_5,H_1,I_1,J_1,0.0,0.0,7.0,N_9,Yes
2.8,B_3,10738.9,D_2,0.9,F_1,G_2,H_4,I_1,J_1,0.0,0.0,3.2,N_1,Yes
3.4,B_1,6143.1,D_16,0.8,F_1,G_1,H_1,I_2,J_2,0.0,0.0,4.0,N_1,Yes
5.0,B_3,25881.9,D_2,0.9,F_3,G_7,H_1,I_1,J_1,0.0,0.0,4.0,N_1,No
2.1,,18030.3,D_1,1.3,F_1,,H_1,I_3,J_1,0.0,0.0,2.5,,Yes
4.4,B_3,16202.8,D_6,1.0,F_2,G_1,H_3,I_1,J_2,0.0,241.5,0.6,N_1,No
6.3,B_2,7838.3,D_2,0.9,F_2,G_9,H_2,I_1,J_1,0.0,0.0,4.5,N_1,Yes
4.2,B_3,27323.0,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,9.0,N_1,Yes
6.9,B_3,37083.7,D_1,1.3,F_3,G_3,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.4,B_5,8328.6,D_4,1.4,F_2,G_4,H_3,I_1,J_2,0.0,0.0,4.0,N_1,No
4.0,B_5,26916.8,D_2,0.9,F_2,G_5,H_2,I_5,J_1,0.0,0.0,4.0,,Yes
2.2,B_3,12993.4,D_6,1.0,F_1,G_1,H_1,I_3,J_1,0.0,0.0,4.0,,Yes
5.3,B_3,10395.0,D_4,1.4,F_3,G_4,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.8,B_3,3891.8,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,5.0,N_11,No
4.6,B_3,31825.9,D_8,1.1,F_3,G_11,H_6,I_1,J_2,0.0,0.0,3.6,N_1,Yes
3.2,B_3,50935.0,D_6,1.0,F_2,G_3,H_2,I_1,J_1,0.0,0.0,5.0,N_10,No
5.1,B_6,30495.5,D_4,1.4,F_2,G_2,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
5.7,B_3,9835.0,D_11,1.5,F_2,G_7,H_2,I_3,J_1,0.0,190.2,4.0,N_13,No
5.9,B_3,19714.8,D_2,0.9,F_2,G_12,H_2,I_1,J_1,0.0,0.0,2.4,N_1,No
3.4,,19768.8,D_2,0.9,F_1,,H_1,I_2,J_2,0.0,0.0,4.0,N_1,Yes
2.2,,18645.2,D_6,1.0,F_1,,H_4,I_1,J_1,0.0,0.0,3.6,N_1,Yes
4.5,B_3,10611.3,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
3.9,B_6,12274.2,D_7,1.2,F_2,G_2,H_2,I_1,J_1,1502.4,0.0,5.5,N_1,No
6.5,,32553.7,D_8,1.1,F_2,,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
5.1,B_3,25421.1,D_1,1.3,F_2,G_7,H_2,I_1,J_1,0.0,0.0,2.0,N_1,No
5.9,,19213.0,D_2,0.9,F_2,,H_2,I_1,J_1,0.0,0.0,1.6,N_1,Yes
5.4,B_3,20533.7,D_1,1.3,F_1,G_2,H_1,I_1,J_1,0.0,0.0,5.0,N_1,No
2.7,,9027.0,D_7,1.2,F_2,,H_4,I_4,J_1,0.0,0.0,4.0,N_1,Yes
5.1,B_5,14632.5,D_10,1.6,F_2,G_4,H_2,I_1,J_1,0.0,188.7,4.0,N_1,No
3.6,B_3,28102.1,D_2,0.9,F_1,G_8,H_1,I_1,J_1,0.0,0.0,4.5,N_1,Yes
3.7,B_3,25420.2,D_1,1.3,F_2,G_6,H_2,I_1,J_1,0.0,0.0,5.0,N_1,Yes
4.2,B_3,18309.6,D_6,1.0,F_3,G_2,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.6,B_6,12307.5,D_2,0.9,F_2,G_12,H_2,I_1,J_1,0.0,0.0,7.0,N_1,Yes
2.2,B_3,23473.1,D_2,0.9,F_3,G_3,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.8,B_3,16821.6,D_6,1.0,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
4.2,B_3,20939.2,D_2,0.9,F_3,G_12,H_1,I_2,J_1,0.0,0.0,3.5,N_1,Yes
2.4,B_3,6416.7,D_8,1.1,F_1,G_11,H_5,I_2,J_2,0.0,0.0,4.0,N_1,Yes
3.9,B_3,4930.8,D_1,1.3,F_3,G_4,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.4,B_5,17724.0,D_11,1.5,F_1,G_4,H_1,I_1,J_1,1052.0,0.0,4.0,N_1,No
4.2,B_2,8216.1,D_13,0.6,F_7,G_8,H_5,I_1,J_1,0.0,0.0,3.5,N_1,Yes
6.5,B_5,25441.3,D_6,1.0,F_3,G_2,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.8,B_3,2029.6,D_2,0.9,F_3,G_1,H_1,I_1,J_2,0.0,0.0,3.7,N_1,No
2.0,B_1,16197.8,D_6,1.0,F_2,G_5,H_2,I_1,J_1,0.0,0.0,2.0,N_1,Yes
2.5,B_3,19887.0,D_1,1.3,F_1,G_1,H_4,I_2,J_1,0.0,0.0,3.5,N_1,Yes
2.5,B_3,13274.9,D_3,0.7,F_3,G_5,H_5,I_1,J_2,0.0,0.0,1.2,N_1,Yes
4.1,B_1,36359.1,D_8,1.1,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.7,B_3,38604.0,D_8,1.1,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_5,Yes
2.3,B_3,37355.0,D_8,1.1,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
6.4,B_2,10072.2,D_1,1.3,F_2,G_1,H_2,I_1,J_1,0.0,0.0,0.5,N_1,Yes
2.7,B_3,12398.4,D_7,1.2,F_1,G_5,H_1,I_3,J_2,0.0,0.0,3.5,N_13,Yes
6.2,B_3,29075.4,D_13,0.6,F_7,G_3,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.3,B_3,2624.8,D_2,0.9,F_1,G_1,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.0,B_3,17944.6,D_2,0.9,F_5,G_1,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.3,B_5,15944.9,D_6,1.0,F_2,G_12,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.5,,23786.5,D_6,1.0,F_1,,H_4,I_2,J_1,0.0,0.0,4.0,,Yes
3.2,B_3,11368.8,D_8,1.1,F_3,G_2,H_1,I_1,J_2,0.0,0.0,5.0,N_1,Yes
2.7,B_5,13481.3,D_4,1.4,F_1,G_4,H_4,I_1,J_1,0.0,0.0,5.2,N_1,Yes
3.8,B_3,12760.1,D_6,1.0,F_7,G_2,H_1,I_1,J_2,0.0,0.0,4.0,N_1,No
2.6,B_3,2885.6,D_1,1.3,F_1,G_11,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.5,B_3,26553.5,D_6,1.0,F_2,G_7,H_2,I_2,J_1,0.0,0.0,5.0,N_3,No
3.5,B_3,26595.4,D_1,1.3,F_1,G_3,H_1,I_2,J_1,0.0,0.0,4.0,N_1,Yes
1.9,B_1,7300.9,D_6,1.0,F_1,G_1,H_4,I_1,J_1,0.0,0.0,1.5,N_1,Yes
3.9,B_4,19358.3,D_1,1.3,F_3,G_4,H_5,I_1,J_2,545.5,0.0,6.0,N_1,Yes
3.9,B_2,21178.5,D_2,0.9,F_1,G_7,H_4,I_2,J_2,0.0,0.0,2.0,N_1,Yes
2.1,B_3,34936.5,D_6,1.0,F_1,G_1,H_4,I_1,J_2,0.0,0.0,1.5,N_1,Yes
2.8,B_3,5424.3,D_2,0.9,F_3,G_8,H_1,I_1,J_1,0.0,0.0,6.0,N_1,Yes
2.3,B_3,14565.1,D_6,1.0,F_1,G_6,H_4,I_2,J_2,0.0,0.0,2.0,N_1,Yes
4.9,B_3,24729.4,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.5,N_1,No
7.2,B_3,19273.2,D_2,0.9,F_2,G_3,H_2,I_1,J_1,0.0,0.0,2.0,N_1,Yes
2.3,B_3,10695.7,D_3,0.7,F_1,G_7,H_4,I_3,J_1,1434.4,0.0,4.0,N_37,No
4.5,B_3,2803.5,D_6,1.0,F_1,G_9,H_6,I_1,J_1,0.0,0.0,5.0,N_1,Yes
5.6,B_2,11542.2,D_2,0.9,F_2,G_2,H_2,I_1,J_1,0.0,0.0,3.5,N_1,Yes
3.8,B_3,20720.2,D_2,0.9,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.8,N_1,No
3.8,B_5,20015.3,D_7,1.2,F_1,G_4,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.7,B_3,11112.8,D_3,0.7,F_1,G_10,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.4,B_3,48377.7,D_2,0.9,F_1,G_3,H_1,I_2,J_1,0.0,0.0,4.0,N_1,Yes
2.8,B_2,12544.2,D_2,0.9,F_3,G_7,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.2,B_6,7853.0,D_6,1.0,F_2,G_2,H_2,I_1,J_1,1502.4,0.0,5.0,N_1,No
4.7,B_2,16503.9,D_6,1.0,F_1,G_5,H_5,I_2,J_2,0.0,0.0,4.0,N_1,Yes
2.4,B_3,13759.1,D_6,1.0,F_1,G_6,H_4,I_1,J_1,0.0,176.2,4.0,N_1,Yes
3.4,B_3,7727.1,D_2,0.9,F_1,G_2,H_5,I_1,J_2,0.0,0.0,2.0,N_9,Yes
3.2,B_3,13158.4,D_2,0.9,F_2,G_6,H_2,I_1,J_1,729.8,0.0,4.0,N_1,No
2.3,B_3,8128.1,D_6,1.0,F_2,G_1,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.0,B_3,42377.0,D_6,1.0,F_1,G_4,H_4,I_1,J_1,0.0,0.0,4.0,N_5,Yes
4.3,B_3,18567.0,D_14,0.2,F_7,G_4,H_5,I_1,J_2,0.0,0.0,2.1,N_5,Yes
4.2,B_3,17955.7,D_6,1.0,F_3,G_11,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.4,B_3,30698.5,D_6,1.0,F_3,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.2,B_3,24701.9,D_2,0.9,F_2,G_7,H_2,I_2,J_1,0.0,0.0,4.0,N_1,No
2.9,B_3,18362.7,D_3,0.7,F_3,G_7,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.9,B_3,18509.9,D_2,0.9,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.4,B_3,10249.3,D_2,0.9,F_2,G_3,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.2,B_3,15105.3,D_2,0.9,F_2,G_3,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
4.8,B_3,16796.7,D_2,0.9,F_5,G_10,H_5,I_2,J_2,0.0,0.0,4.0,N_1,Yes
2.9,B_3,9366.2,D_6,1.0,F_3,G_4,H_5,I_1,J_2,0.0,0.0,2.4,N_1,Yes
3.0,B_3,46710.8,D_1,1.3,F_1,G_4,H_1,I_1,J_1,0.0,0.0,4.5,N_1,Yes
3.0,B_3,44635.8,D_2,0.9,F_1,G_1,H_5,I_1,J_1,0.0,0.0,4.1,N_1,Yes
3.6,B_3,37015.6,D_2,0.9,F_3,G_1,H_5,I_1,J_2,0.0,0.0,3.8,N_1,Yes
4.1,B_3,15150.4,D_1,1.3,F_2,G_2,H_2,I_1,J_1,768.8,0.0,5.0,N_1,No
4.2,B_3,20173.2,D_6,1.0,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
3.8,B_5,19302.6,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
3.9,B_3,18194.3,D_1,1.3,F_1,G_2,H_1,I_1,J_2,0.0,0.0,3.5,N_1,Yes
4.2,B_3,15437.4,D_1,1.3,F_2,G_8,H_2,I_1,J_1,0.0,0.0,5.8,N_1,Yes
3.5,B_3,11579.2,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,5.5,N_1,Yes
2.1,B_3,20160.3,D_2,0.9,F_1,G_10,H_4,I_1,J_1,217.6,0.0,4.0,N_1,Yes
2.2,B_3,29138.6,D_6,1.0,F_1,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.9,B_3,27157.1,D_6,1.0,F_2,G_7,H_2,I_1,J_1,1502.4,0.0,5.0,N_1,No
2.2,B_4,6554.7,D_6,1.0,F_1,G_2,H_1,I_2,J_1,0.0,0.0,4.0,N_1,Yes
2.9,B_3,5742.3,D_8,1.1,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.8,N_1,Yes
3.5,B_3,33728.6,D_4,1.4,F_1,G_2,H_1,I_3,J_1,0.0,0.0,4.0,N_1,Yes
3.0,,28841.9,D_12,0.3,F_2,,H_2,I_1,J_1,0.0,0.0,4.0,N_5,Yes
5.5,B_5,9854.5,D_13,0.6,F_2,G_1,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.3,B_3,19102.5,D_6,1.0,F_3,G_1,H_1,I_1,J_2,0.0,0.0,4.3,N_1,Yes
6.3,B_3,18091.1,D_3,0.7,F_2,G_12,H_2,I_1,J_1,438.6,0.0,3.7,N_1,No
2.5,B_4,20734.2,D_6,1.0,F_1,G_2,H_1,I_2,J_1,0.0,0.0,4.0,N_1,Yes
5.3,B_1,11879.3,D_2,0.9,F_2,G_12,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.5,B_3,33950.6,D_2,0.9,F_1,G_6,H_1,I_2,J_1,0.0,0.0,4.0,N_1,Yes
3.3,B_3,16339.2,D_2,0.9,F_2,G_4,H_2,I_4,J_1,0.0,0.0,4.8,N_1,No
3.1,B_3,11943.2,D_1,1.3,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
2.4,B_3,20097.3,D_6,1.0,F_1,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.0,B_3,30638.3,D_6,1.0,F_3,G_3,H_1,I_1,J_1,0.0,0.0,5.0,N_1,Yes
5.4,B_2,26906.8,D_11,1.5,F_2,G_4,H_2,I_3,J_1,9999.9,0.0,5.0,N_13,No
3.5,B_3,4638.5,D_2,0.9,F_2,G_8,H_2,I_1,J_1,517.8,0.0,9.0,N_1,No
4.7,B_6,17378.3,D_1,1.3,F_2,G_6,H_2,I_1,J_1,1502.4,0.0,6.0,N_1,No
2.8,B_3,9622.6,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.5,N_1,Yes
3.4,B_3,16419.0,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.3,B_3,17240.1,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
3.6,B_5,24199.8,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,167.2,5.0,N_1,Yes
1.8,B_3,8061.6,D_13,0.6,F_1,G_3,H_4,I_1,J_1,0.0,0.0,2.7,N_1,Yes
4.5,B_2,22545.6,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
2.8,B_3,18483.1,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.6,B_3,16862.5,D_2,0.9,F_3,G_4,H_1,I_1,J_2,410.1,0.0,4.0,N_1,Yes
2.5,B_3,29822.5,D_6,1.0,F_2,G_8,H_2,I_1,J_1,0.0,0.0,3.5,N_1,Yes
4.6,B_3,10230.8,D_2,0.9,F_2,G_3,H_2,I_1,J_1,0.0,0.0,5.6,N_1,No
5.7,B_3,13312.6,D_6,1.0,F_1,G_7,H_1,I_2,J_2,0.0,0.0,4.0,N_1,Yes
1.7,B_3,26374.6,D_13,0.6,F_1,G_5,H_4,I_1,J_1,0.0,0.0,2.4,N_1,Yes
2.4,B_3,35702.8,D_6,1.0,F_1,G_2,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.1,B_2,34914.8,D_6,1.0,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.8,N_1,Yes
3.0,B_3,39882.7,D_2,0.9,F_6,G_1,H_2,I_1,J_1,0.0,0.0,6.0,N_1,Yes
2.6,B_3,28371.5,D_2,0.9,F_1,G_7,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.1,B_3,44350.8,D_1,1.3,F_2,G_8,H_2,I_1,J_1,0.0,0.0,4.8,N_10,No
3.9,B_3,7416.3,D_16,0.8,F_3,G_6,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
7.1,,10082.0,D_2,0.9,F_2,,H_2,I_1,J_1,0.0,248.9,1.5,N_1,Yes
5.7,B_3,24997.7,D_8,1.1,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.9,B_1,14142.0,D_6,1.0,F_2,G_12,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.6,B_3,16641.6,D_2,0.9,F_2,G_3,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.9,B_3,11403.2,D_1,1.3,F_3,G_1,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.9,B_1,30962.0,D_4,1.4,F_2,G_4,H_2,I_3,J_1,0.0,0.0,2.0,N_21,Yes
4.5,B_3,18766.6,D_8,1.1,F_7,G_2,H_1,I_1,J_2,0.0,0.0,4.5,N_1,Yes
3.1,B_3,12067.2,D_3,0.7,F_3,G_3,H_6,I_2,J_1,0.0,172.1,4.0,N_1,Yes
8.2,,2944.1,D_9,0.4,F_7,,H_1,I_1,J_1,0.0,0.0,0.5,N_1,Yes
2.5,B_3,16840.3,D_1,1.3,F_1,G_4,H_1,I_1,J_1,0.0,174.1,4.0,N_1,Yes
3.9,B_3,14047.7,D_2,0.9,F_1,G_10,H_1,I_1,J_2,0.0,0.0,1.0,N_1,Yes
2.2,B_3,3601.1,D_8,1.1,F_1,G_4,H_1,I_1,J_1,0.0,0.0,3.0,N_1,Yes
5.1,B_5,10111.9,D_2,0.9,F_2,G_12,H_2,I_1,J_1,0.0,0.0,7.0,N_1,Yes
3.3,B_3,20840.5,D_4,1.4,F_2,G_4,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
1.8,B_3,17920.3,D_6,1.0,F_1,G_6,H_4,I_1,J_2,0.0,0.0,2.0,N_1,Yes
9.0,B_3,8728.5,D_2,0.9,F_1,G_5,H_4,I_1,J_2,0.0,0.0,2.4,N_1,Yes
5.0,B_3,2748.4,D_2,0.9,F_2,G_2,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
2.5,B_6,18275.0,D_1,1.3,F_1,G_6,H_1,I_1,J_1,0.0,0.0,4.5,N_1,No
4.1,B_3,30212.2,D_8,1.1,F_3,G_7,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.3,B_3,10327.7,D_6,1.0,F_3,G_5,H_4,I_1,J_2,0.0,0.0,2.4,N_1,Yes
5.1,B_4,4080.8,D_1,1.3,F_1,G_4,H_1,I_4,J_2,0.0,0.0,4.3,N_1,Yes
5.0,B_5,17770.5,D_6,1.0,F_2,G_1,H_2,I_1,J_1,0.0,174.0,4.8,N_1,Yes
2.5,B_3,6072.6,D_2,0.9,F_2,G_8,H_2,I_2,J_1,0.0,0.0,3.0,N_1,Yes
5.0,B_3,19697.5,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
5.0,B_3,16370.8,D_2,0.9,F_7,G_5,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.4,B_5,24386.7,D_3,0.7,F_5,G_10,H_1,I_2,J_1,0.0,0.0,4.0,N_1,Yes
4.3,B_3,9120.9,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
3.3,B_3,3497.5,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.5,N_1,Yes
2.2,B_3,21736.3,D_2,0.9,F_5,G_1,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.9,B_3,17568.9,D_6,1.0,F_2,G_1,H_3,I_1,J_2,0.0,0.0,1.4,N_2,No
2.2,B_2,20292.0,D_2,0.9,F_1,G_4,H_5,I_1,J_2,9999.9,0.0,4.0,N_24,No
4.3,B_3,16200.3,D_6,1.0,F_3,G_10,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.8,B_3,20635.1,D_6,1.0,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.1,B_3,38115.3,D_13,0.6,F_2,G_11,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
3.7,B_3,20533.9,D_6,1.0,F_1,G_11,H_1,I_1,J_1,0.0,0.0,4.0,N_1,No
4.1,B_3,29066.0,D_1,1.3,F_2,G_7,H_2,I_1,J_1,768.8,0.0,5.5,N_1,No
2.2,B_3,30696.7,D_6,1.0,F_1,G_1,H_1,I_1,J_2,0.0,0.0,2.5,N_1,Yes
3.0,B_3,24319.0,D_11,1.5,F_2,G_4,H_2,I_3,J_1,0.0,0.0,2.0,N_4,No
2.5,B_3,10637.7,D_6,1.0,F_1,G_1,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.8,B_6,21970.5,D_1,1.3,F_2,G_2,H_2,I_1,J_1,501.3,0.0,5.5,N_1,Yes
2.3,B_3,17462.6,D_2,0.9,F_1,G_3,H_4,I_1,J_1,0.0,0.0,2.5,N_1,Yes
2.4,B_3,10232.3,D_2,0.9,F_1,G_10,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.5,B_1,10230.8,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.6,B_3,26527.5,D_4,1.4,F_2,G_4,H_2,I_1,J_1,0.0,0.0,6.0,N_1,Yes
2.6,B_3,38658.5,D_6,1.0,F_3,G_11,H_1,I_1,J_1,0.0,0.0,6.0,N_1,Yes
3.6,B_3,21539.2,D_1,1.3,F_3,G_11,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
1.9,B_3,21364.4,D_2,0.9,F_1,G_10,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.9,B_3,9924.8,D_6,1.0,F_3,G_5,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.5,B_5,3397.5,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
4.3,B_3,20827.7,D_4,1.4,F_2,G_4,H_3,I_1,J_2,0.0,0.0,4.5,N_1,No
2.3,B_3,20392.4,D_1,1.3,F_1,G_4,H_1,I_1,J_1,0.0,0.0,5.0,N_1,Yes
3.4,,13386.1,D_2,0.9,F_2,,H_2,I_1,J_1,0.0,0.0,2.5,N_1,Yes
3.0,B_3,15842.0,D_1,1.3,F_1,G_4,H_1,I_1,J_1,0.0,0.0,5.0,N_12,Yes
5.8,B_5,5494.7,D_6,1.0,F_1,G_4,H_1,I_1,J_2,0.0,0.0,5.5,N_1,Yes
3.1,B_3,16924.0,D_2,0.9,F_1,G_5,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.2,B_3,3042.4,D_3,0.7,F_5,G_5,H_5,I_1,J_2,0.0,0.0,3.8,N_1,Yes
3.4,B_3,15245.3,D_16,0.8,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_27,Yes
4.2,B_2,11532.3,D_10,1.6,F_1,G_4,H_1,I_1,J_1,0.0,0.0,0.7,,Yes
4.1,B_5,34462.4,D_6,1.0,F_2,G_5,H_2,I_1,J_1,0.0,148.5,4.0,N_1,No
5.1,B_3,21647.5,D_1,1.3,F_1,G_6,H_1,I_1,J_2,0.0,156.4,4.3,N_1,No
2.7,B_3,11064.8,D_1,1.3,F_1,G_11,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.1,B_3,35924.9,D_8,1.1,F_1,G_12,H_4,I_2,J_1,0.0,0.0,4.0,N_1,Yes
3.6,B_3,19463.0,D_6,1.0,F_3,G_6,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.0,B_3,24175.2,D_2,0.9,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
6.5,B_3,20530.9,D_2,0.9,F_2,G_9,H_2,I_1,J_1,0.0,0.0,2.4,N_1,Yes
